numero,tipo_registro,nome,compositor,edicao,tonalidade,armadura,compasso,andamento,andamento_figura,andamento_min,andamento_max,voz_violino,oitava_violino,arcadas,ritornello,final,fonte,arquivo,pdf_pagina,observacoes
1,HINO,"Cristo, meu Mestre...",Leila Naylor Morris,órgão,VALIDAÇÃO NECESSÁRIA,3 bemóis,4/4,seminima = 56-66,seminima,56,66,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,9,
2,HINO,De Deus tu és eleita,Samuel Sebastian Wesley,órgão,VALIDAÇÃO NECESSÁRIA,3 bemóis,4/4,seminima = 60-80,seminima,60,80,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,10,
3,HINO,Faz-nos ouvir Tua voz,,órgão,VALIDAÇÃO NECESSÁRIA,2 sustenidos,4/4,seminima = 60-76,seminima,60,76,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,11,
4,HINO,Ouve a nossa oração,Bentley DeForest Ackley,órgão,VALIDAÇÃO NECESSÁRIA,4 bemóis,6/4,seminima = 112-138,seminima,112,138,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,12,
5,HINO,A Rocha celestial,Leila Naylor Morris,órgão,VALIDAÇÃO NECESSÁRIA,3 bemóis,6/8,colcheia = 112-144,colcheia,112,144,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,13,
6,HINO,"Glória ao Justo, fiel Cordeiro!",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,14,
7,HINO,"Granjeai, granjeai os talentos",João Dieners,órgão,VALIDAÇÃO NECESSÁRIA,3 bemóis,6/4,seminima = 80-100,seminima,80,100,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,15,
8,HINO,"Oh! Vem, sim, vem",Peter Philip Bilhorn,órgão,VALIDAÇÃO NECESSÁRIA,3 bemóis,6/8,colcheia = 112-138,colcheia,112,138,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,16,
9,HINO,Luminosa é a senda,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,17,
10,HINO,Prossegui vitoriosos em Cristo,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,18,
11,HINO,"Ó igreja de Deus, resplandece",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,19,
12,HINO,Sempre em Jesus confiarei,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,20,
13,HINO,Confiemos em Deus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,21,
14,HINO,Manda os Teus dons celestes,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,22,
15,HINO,Ó alma que choras,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,23,
16,HINO,Promessa excelente,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,24,
17,HINO,"Ó Senhor, vem visitar-me",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,25,
18,HINO,É Jesus meu Refúgio,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,26,
19,HINO,Manda-nos Teu Poder,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,28,
20,HINO,Teu Espírito derrama,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,29,
21,HINO,Não mais oprimidos seremos,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,30,
22,HINO,"Guia-me, ó Senhor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,32,
23,HINO,O Senhor é o meu Pastor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,33,
24,HINO,"Dá-me graça, Senhor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,34,
25,HINO,"Um grande bem, precioso bem",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,35,
26,HINO,"Julga-me, Senhor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,36,
27,HINO,O Senhor é minha Luz,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,38,
28,HINO,Para o céu marchemos,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,39,
29,HINO,"Senhor Jesus, Tu és o meu Rochedo",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,40,
30,HINO,Confiarei sempre no Senhor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,41,
31,HINO,Forte Rocha,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,42,
32,HINO,"Eu me escondo em Ti, Senhor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,43,
33,HINO,Jesus é o nosso Guia,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,44,
34,HINO,O Mestre que desceu dos céus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,45,
35,HINO,Eis que multidão mui grande,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,46,
36,HINO,A fiel proteção,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,47,
37,HINO,Se a nossa vida entregarmos a Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,48,
38,HINO,"Ó Senhor, és minha Vida",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,49,
39,HINO,"Eu desejo, Senhor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,50,
40,HINO,Quanto em mim Tu operaste,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,51,
41,HINO,O teu coração vem a Cristo entregar,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,52,
42,HINO,"Ó minha alma, por que te abates?",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,54,
43,HINO,"Trema o céu, a terra, o mar",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,56,
44,HINO,Sol da justiça,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,57,
45,HINO,Oh! Quanto nos amaste!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,58,
46,HINO,Grandioso é o nosso Deus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,59,
47,HINO,Sublime é o perdão!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,60,
48,HINO,Creio no Senhor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,62,
49,HINO,"Venho adorar-Te, santo Criador",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,63,
50,HINO,"Glória a Jesus, Aleluia!",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,64,
51,HINO,A Palavra do Senhor é Pão celestial,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,66,
52,HINO,Luz eternal é Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,67,
53,HINO,Nós somos luz do mundo,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,68,
54,HINO,Um tesouro glorioso achei,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,69,
55,HINO,Paz seja em vós,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,70,
56,HINO,Põe em Deus a confiança,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,72,
57,HINO,É estreita a porta para a salvação,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,74,
58,HINO,Sou crente em Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,75,
59,HINO,Faz-me mais perseverante,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,76,
60,HINO,Oh! Vem a Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,77,
61,HINO,A minha alma deseja ver-Te,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,78,
62,HINO,"Ó Criador, forte Rocha és",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,79,
63,HINO,"Se vós baterdes, Ele vos abre",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,80,
64,HINO,"Tu, que vives sem destino",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_1_a_100.pdf,81,
